index,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_EMPLOYED,work_phone,phone,email,occyp_type,family_size,begin_month,credit,Age,dup,cards
2280,1,1,1,1,11.908353705147666,Working,Secondary / secondary special,Married,House / apartment,5176,0,0,0,Laborers,3.0,15.0,2.0,40.99178082191781,1,6
2281,0,0,0,0,12.022762600342505,Working,Secondary / secondary special,Married,House / apartment,5467,0,1,0,Cleaning staff,2.0,32.0,2.0,61.73972602739726,1,9
2282,0,0,1,0,11.813044872125642,Working,Secondary / secondary special,Married,House / apartment,964,0,0,0,Sales staff,2.0,29.0,2.0,54.583561643835615,0,1
2283,1,0,1,0,11.650528556964804,Pensioner,Secondary / secondary special,Separated,House / apartment,0,0,0,0,Unemployed,1.0,25.0,2.0,58.26849315068493,1,7
2284,0,0,0,0,11.813044872125642,Working,Secondary / secondary special,Married,House / apartment,4861,0,0,0,Laborers,2.0,24.0,0.0,37.01917808219178,1,2
2285,0,0,1,3,12.095710754932293,State servant,Secondary / secondary special,Married,House / apartment,1827,0,0,0,Cooking staff,5.0,42.0,2.0,36.27945205479452,0,1
2286,1,1,1,0,11.184449175390174,Working,Higher education,Married,House / apartment,619,0,0,0,Security staff,2.0,12.0,2.0,59.99178082191781,1,3
2287,0,0,0,0,11.9671934355799,Working,Higher education,Married,House / apartment,2936,0,0,0,Sales staff,2.0,56.0,2.0,31.82191780821918,1,6
2288,0,0,1,0,11.630726278246367,Commercial associate,Higher education,Married,House / apartment,1202,1,1,0,Sales staff,2.0,44.0,2.0,47.868493150684934,1,9
2289,0,0,1,0,12.283042945882695,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,Unemployed,2.0,25.0,2.0,62.23287671232877,1,6
2290,1,1,1,1,12.830678638293016,State servant,Higher education,Married,Office apartment,1213,0,0,0,Core staff,3.0,8.0,2.0,35.61917808219178,1,5
2291,0,0,1,0,11.813044872125642,Working,Secondary / secondary special,Married,House / apartment,1876,0,0,0,HR staff,2.0,9.0,2.0,59.342465753424655,1,3
2292,0,1,1,0,12.218505042023168,Commercial associate,Secondary / secondary special,Married,House / apartment,7048,0,0,0,Accountants,2.0,3.0,1.0,50.583561643835615,1,8
2293,0,0,1,0,11.813044872125642,Working,Secondary / secondary special,Single / not married,House / apartment,4219,1,1,0,Secretaries,1.0,19.0,1.0,62.33150684931507,1,3
2294,0,0,1,0,12.218505042023168,Working,Higher education,Married,House / apartment,1495,0,0,0,Core staff,2.0,41.0,1.0,29.23013698630137,1,4
2295,0,0,1,0,11.356295046464133,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,Unemployed,2.0,51.0,2.0,61.5013698630137,0,1
2296,0,1,1,0,12.32386457003594,Working,Higher education,Married,House / apartment,5512,0,0,0,High skill tech staff,2.0,42.0,2.0,47.608219178082194,1,2
2297,0,0,1,1,11.9671934355799,Working,Higher education,Single / not married,House / apartment,549,0,1,0,High skill tech staff,2.0,37.0,2.0,44.12602739726027,0,1
2298,1,0,1,1,11.302229124707774,Working,Secondary / secondary special,Married,House / apartment,1098,0,0,0,Laborers,3.0,0.0,1.0,33.73424657534247,1,3
2299,0,0,1,0,11.630726278246367,Commercial associate,Secondary / secondary special,Married,House / apartment,4356,0,0,0,Laborers,2.0,7.0,2.0,52.45205479452055,0,1
2300,0,0,1,0,12.437192302970002,Commercial associate,Secondary / secondary special,Married,House / apartment,1444,0,0,0,Managers,2.0,41.0,1.0,57.11506849315069,0,1
2301,0,0,1,1,12.72932671520309,State servant,Higher education,Separated,House / apartment,1695,0,0,0,Core staff,2.0,3.0,1.0,28.572602739726026,1,4
2302,0,1,1,0,12.506184645360484,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,Unemployed,2.0,8.0,1.0,65.11780821917809,1,12
2303,0,0,1,0,12.793864865972417,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,Unemployed,2.0,23.0,1.0,62.83013698630137,1,4
2304,1,1,0,2,13.017007306181071,Working,Secondary / secondary special,Married,House / apartment,7183,0,0,1,Drivers,4.0,53.0,2.0,41.013698630136986,1,8
2305,1,1,0,1,11.813044872125642,Working,Higher education,Married,House / apartment,3353,1,0,0,Laborers,3.0,25.0,2.0,48.88493150684931,1,5
2306,0,0,0,0,11.630726278246367,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,0,Unemployed,2.0,12.0,2.0,62.797260273972604,1,3
2307,1,0,1,0,12.911647284348089,Working,Higher education,Married,House / apartment,4781,1,0,0,Laborers,2.0,18.0,1.0,43.50958904109589,1,2
2308,0,0,1,0,11.630726278246367,Working,Secondary / secondary special,Married,House / apartment,2499,1,1,0,Sales staff,2.0,36.0,0.0,27.106849315068494,1,7
2309,0,0,1,2,12.506184645360484,Working,Secondary / secondary special,Married,House / apartment,2078,1,1,1,Managers,4.0,9.0,0.0,35.416438356164385,1,7
2310,0,0,1,0,11.302229124707774,Working,Secondary / secondary special,Civil marriage,House / apartment,1192,0,1,0,Low-skill Laborers,2.0,19.0,2.0,24.208219178082192,1,3
2311,1,1,1,1,12.100723240921731,Working,Secondary / secondary special,Married,House / apartment,1713,0,0,0,Drivers,3.0,32.0,1.0,36.81369863013698,1,3
2312,0,0,1,1,11.119912506051302,Working,Higher education,Married,House / apartment,888,0,0,0,Sales staff,3.0,52.0,0.0,36.1972602739726,1,2
2313,0,1,1,1,11.9671934355799,Working,Secondary / secondary special,Married,House / apartment,678,0,1,0,Sales staff,3.0,9.0,2.0,34.58082191780822,1,3
2314,1,0,1,1,12.506184645360484,Commercial associate,Secondary / secondary special,Married,House / apartment,4614,0,0,0,Laborers,3.0,3.0,1.0,42.865753424657534,1,4
2315,1,1,1,0,11.813044872125642,Working,Secondary / secondary special,Married,House / apartment,614,0,1,0,Laborers,2.0,23.0,2.0,44.6986301369863,1,2
2316,0,1,1,0,11.995363959817325,Pensioner,Higher education,Married,House / apartment,0,0,1,0,Unemployed,2.0,28.0,2.0,65.44109589041096,1,6
2317,1,0,1,0,11.407587171287714,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,704,1,0,0,Low-skill Laborers,2.0,2.0,0.0,45.09315068493151,1,11
2318,0,0,0,2,11.845834217058348,Working,Incomplete higher,Married,With parents,2988,1,1,0,Core staff,4.0,0.0,0.0,36.07123287671233,1,11
2319,1,0,1,2,13.42247093281324,State servant,Secondary / secondary special,Married,House / apartment,6886,0,1,0,Drivers,4.0,14.0,1.0,38.8027397260274,1,11
2320,0,0,0,0,11.407587171287714,Working,Secondary / secondary special,Separated,House / apartment,9866,0,0,0,Laborers,1.0,16.0,2.0,51.40821917808219,1,5
2321,1,0,0,1,12.32386457003594,Commercial associate,Higher education,Married,With parents,3488,1,1,0,Managers,3.0,22.0,0.0,37.51780821917808,0,1
2322,1,0,1,0,11.9671934355799,Working,Secondary / secondary special,Married,House / apartment,3003,0,0,1,Laborers,2.0,3.0,1.0,26.252054794520546,1,6
2323,0,0,0,0,11.813044872125642,Working,Secondary / secondary special,Single / not married,With parents,1943,0,0,0,Core staff,1.0,2.0,1.0,26.389041095890413,1,2
2324,0,1,1,0,11.630726278246367,Commercial associate,Higher education,Married,With parents,5145,0,0,0,Accountants,2.0,14.0,2.0,34.602739726027394,1,5
2325,1,1,1,2,12.261989733688536,Working,Secondary / secondary special,Married,House / apartment,2987,0,0,0,Laborers,4.0,46.0,1.0,28.589041095890412,1,6
2326,1,1,1,0,12.645945621558758,Working,Secondary / secondary special,Married,House / apartment,1720,0,1,1,High skill tech staff,2.0,41.0,0.0,46.75890410958904,1,5
2327,0,0,1,1,11.630726278246367,Working,Secondary / secondary special,Married,House / apartment,2072,0,0,1,Sales staff,3.0,11.0,0.0,27.08219178082192,1,5
2328,0,1,0,0,11.813044872125642,Working,Secondary / secondary special,Widow,House / apartment,3382,1,1,0,Core staff,1.0,4.0,0.0,63.62739726027397,1,7
2329,1,1,1,0,12.72932671520309,Working,Higher education,Married,With parents,1175,0,0,0,Laborers,2.0,26.0,2.0,29.101369863013698,1,3
2330,0,0,1,0,12.32386457003594,Working,Secondary / secondary special,Married,With parents,401,0,0,0,Cooking staff,2.0,50.0,2.0,44.136986301369866,1,6
2331,0,1,1,0,12.419173941766314,Commercial associate,Secondary / secondary special,Married,House / apartment,4449,0,0,0,Laborers,2.0,11.0,2.0,44.104109589041094,1,2
2332,1,1,0,2,11.995363959817325,Working,Secondary / secondary special,Married,House / apartment,1376,1,0,0,Security staff,4.0,29.0,1.0,34.723287671232875,1,2
2333,0,0,0,1,12.218505042023168,Working,Secondary / secondary special,Separated,House / apartment,134,0,0,0,Laborers,2.0,60.0,2.0,38.18904109589041,1,5
2334,0,1,1,0,12.100723240921731,State servant,Secondary / secondary special,Married,House / apartment,3873,0,0,0,Medicine staff,2.0,20.0,2.0,56.558904109589044,1,11
2335,0,0,1,0,12.022762600342505,Pensioner,Higher education,Married,House / apartment,0,0,0,0,Unemployed,2.0,32.0,0.0,61.8054794520548,1,3
2336,1,1,0,0,12.695425367868449,Commercial associate,Higher education,Married,House / apartment,108,1,0,0,Managers,2.0,22.0,0.0,32.24657534246575,1,4
2337,0,0,1,0,11.9671934355799,Working,Secondary / secondary special,Separated,House / apartment,1534,0,0,0,Sales staff,1.0,45.0,1.0,50.794520547945204,1,11
2338,1,0,0,0,12.100723240921731,State servant,Higher education,Married,Municipal apartment,766,0,1,1,Managers,2.0,14.0,2.0,55.57534246575342,0,1
2339,1,1,1,3,12.506184645360484,Working,Higher education,Married,House / apartment,582,0,0,0,Managers,5.0,50.0,1.0,41.57260273972603,1,5
2340,1,1,0,2,12.218505042023168,Working,Secondary / secondary special,Married,House / apartment,3787,0,0,0,Laborers,4.0,41.0,2.0,43.57260273972603,1,12
2341,0,1,0,0,13.388569483308387,Working,Higher education,Single / not married,House / apartment,349,1,1,1,Managers,1.0,32.0,2.0,52.43013698630137,1,5
2342,1,0,0,0,12.72932671520309,Working,Higher education,Married,House / apartment,2538,0,1,0,Managers,2.0,42.0,1.0,37.345205479452055,1,4
2343,0,1,1,0,12.100723240921731,Commercial associate,Higher education,Married,House / apartment,6565,0,0,0,Core staff,2.0,55.0,0.0,55.24657534246575,1,9
2344,1,1,1,0,12.100723240921731,Working,Higher education,Married,With parents,1467,0,0,0,Laborers,2.0,57.0,2.0,30.38082191780822,1,13
2345,0,0,1,0,12.049430531322834,Pensioner,Higher education,Married,House / apartment,0,0,0,0,Unemployed,2.0,26.0,1.0,54.68767123287671,1,4
2346,0,1,1,1,11.407587171287714,Working,Secondary / secondary special,Married,House / apartment,3550,0,0,0,Managers,3.0,53.0,2.0,39.50684931506849,0,1
2347,1,1,0,0,12.32386457003594,Working,Secondary / secondary special,Married,House / apartment,1315,0,0,0,Drivers,2.0,20.0,2.0,27.315068493150687,1,6
2348,0,0,0,1,11.813044872125642,Working,Secondary / secondary special,Widow,House / apartment,17,0,0,0,Sales staff,2.0,11.0,2.0,37.586301369863016,1,2
2349,1,1,0,2,12.58622678323751,Commercial associate,Secondary / secondary special,Married,House / apartment,6957,0,1,0,Laborers,4.0,30.0,2.0,40.19178082191781,1,8
2350,1,0,1,0,11.630726278246367,Working,Secondary / secondary special,Civil marriage,House / apartment,351,0,0,0,Security staff,2.0,5.0,1.0,48.868493150684934,1,6
2351,0,0,0,0,11.407587171287714,Working,Higher education,Separated,House / apartment,1526,0,0,0,Core staff,1.0,35.0,0.0,59.964383561643835,1,13
2352,0,0,1,0,12.72932671520309,Commercial associate,Higher education,Single / not married,House / apartment,438,0,1,1,Managers,1.0,39.0,2.0,45.45205479452055,1,4
2353,1,1,0,0,12.32386457003594,Working,Secondary / secondary special,Single / not married,House / apartment,636,0,0,0,Drivers,1.0,15.0,2.0,29.76986301369863,1,3
2354,1,0,1,1,11.630726278246367,Working,Higher education,Married,House / apartment,5460,1,1,0,Laborers,3.0,35.0,2.0,37.484931506849314,1,11
2355,0,0,1,0,12.218505042023168,Commercial associate,Secondary / secondary special,Married,House / apartment,5830,0,0,0,Managers,2.0,38.0,2.0,43.673972602739724,1,9
2356,0,1,1,0,11.813044872125642,Pensioner,Secondary / secondary special,Widow,House / apartment,0,0,0,0,Unemployed,1.0,5.0,2.0,60.224657534246575,1,5
2357,0,0,1,0,11.813044872125642,State servant,Higher education,Married,House / apartment,2752,0,0,0,Core staff,2.0,48.0,2.0,34.09315068493151,1,3
2358,0,0,1,2,12.100723240921731,Working,Secondary / secondary special,Married,House / apartment,424,0,1,0,Sales staff,4.0,6.0,2.0,37.1013698630137,1,3
2359,0,0,0,2,11.877582467350576,Working,Secondary / secondary special,Married,House / apartment,982,1,1,0,High skill tech staff,4.0,10.0,2.0,33.635616438356166,1,7
2360,0,0,1,0,12.283042945882695,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,Unemployed,2.0,2.0,1.0,62.23287671232877,1,6
2361,0,0,0,2,13.017007306181071,Working,Higher education,Married,House / apartment,221,0,0,0,Core staff,4.0,2.0,1.0,32.52054794520548,1,5
2362,1,0,1,0,11.407587171287714,Working,Secondary / secondary special,Separated,Rented apartment,96,0,0,0,Laborers,1.0,22.0,1.0,25.553424657534247,1,3
2363,0,0,1,0,11.9671934355799,Working,Secondary / secondary special,Civil marriage,Office apartment,3908,0,1,0,Laborers,2.0,16.0,2.0,36.723287671232875,1,3
2364,0,0,0,0,11.813044872125642,Working,Secondary / secondary special,Married,House / apartment,2086,0,0,0,Sales staff,2.0,52.0,2.0,43.62191780821918,1,4
2365,1,0,0,0,11.9671934355799,Commercial associate,Incomplete higher,Single / not married,House / apartment,219,0,1,0,Laborers,1.0,24.0,2.0,26.983561643835618,1,4
2366,1,0,0,0,12.100723240921731,State servant,Secondary / secondary special,Single / not married,House / apartment,1992,0,0,0,Laborers,1.0,51.0,2.0,28.202739726027396,1,5
2367,0,0,1,1,12.218505042023168,Working,Secondary / secondary special,Married,House / apartment,1098,0,0,0,Sales staff,3.0,36.0,1.0,26.534246575342465,1,3
2368,1,1,1,0,12.218505042023168,Working,Secondary / secondary special,Married,House / apartment,11906,0,1,0,Laborers,2.0,38.0,2.0,51.37534246575343,1,4
2369,0,1,0,0,12.32386457003594,Commercial associate,Higher education,Married,With parents,165,0,0,0,Accountants,2.0,11.0,2.0,32.40547945205479,1,4
2370,0,1,0,0,12.419173941766314,Commercial associate,Secondary / secondary special,Married,House / apartment,4490,0,0,0,High skill tech staff,2.0,57.0,2.0,43.64931506849315,1,6
2371,0,0,1,1,11.630726278246367,Working,Secondary / secondary special,Married,House / apartment,864,0,0,0,Core staff,3.0,45.0,1.0,26.87945205479452,1,5
2372,0,1,0,0,12.32386457003594,Working,Secondary / secondary special,Married,House / apartment,798,1,0,0,Managers,2.0,50.0,2.0,40.18356164383562,1,11
2373,1,0,1,0,11.908353705147666,Working,Secondary / secondary special,Single / not married,House / apartment,962,0,0,0,Laborers,1.0,3.0,1.0,32.38082191780822,1,12
2374,0,0,0,0,12.506184645360484,Working,Incomplete higher,Civil marriage,House / apartment,278,1,0,1,Medicine staff,2.0,33.0,2.0,24.065753424657533,1,2
2375,1,1,1,2,11.9671934355799,Working,Secondary / secondary special,Married,House / apartment,4480,1,1,0,Laborers,4.0,48.0,0.0,39.21095890410959,1,6
2376,1,1,1,0,12.32386457003594,Working,Secondary / secondary special,Married,House / apartment,535,0,0,0,Laborers,2.0,5.0,1.0,29.893150684931506,1,6
2377,0,0,1,0,11.302229124707774,Commercial associate,Secondary / secondary special,Single / not married,With parents,303,0,0,0,Core staff,1.0,23.0,2.0,24.32054794520548,1,3
2378,0,0,1,0,12.437192302970002,State servant,Secondary / secondary special,Married,House / apartment,139,1,1,0,Medicine staff,2.0,5.0,2.0,50.27945205479452,1,2
2379,1,1,0,0,11.502895330932871,Working,Higher education,Married,With parents,436,0,0,0,Laborers,2.0,29.0,1.0,28.53972602739726,1,6
2380,0,0,1,1,12.218505042023168,State servant,Secondary / secondary special,Civil marriage,House / apartment,8760,0,0,0,Private service staff,3.0,15.0,0.0,43.76712328767123,1,6
2381,1,1,0,0,12.283042945882695,Working,Secondary / secondary special,Married,House / apartment,1618,0,0,0,Drivers,2.0,39.0,2.0,63.20821917808219,0,1
2382,0,0,1,0,12.793864865972417,Pensioner,Higher education,Married,House / apartment,0,0,0,0,Unemployed,2.0,56.0,2.0,60.632876712328766,1,3
2383,1,1,1,0,12.506184645360484,Working,Secondary / secondary special,Single / not married,House / apartment,1420,0,0,0,Drivers,1.0,7.0,2.0,47.28493150684932,1,3
2384,0,1,1,0,12.506184645360484,Working,Incomplete higher,Married,House / apartment,2408,0,0,0,Laborers,2.0,24.0,1.0,30.24109589041096,0,1
2385,0,0,1,0,12.32386457003594,Commercial associate,Incomplete higher,Civil marriage,House / apartment,94,0,1,0,Sales staff,2.0,2.0,1.0,23.08219178082192,1,5
2386,1,0,1,0,13.017007306181071,Commercial associate,Secondary / secondary special,Single / not married,With parents,1282,0,0,0,Managers,1.0,44.0,2.0,28.39178082191781,1,9
2387,0,0,1,1,11.407587171287714,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,2135,1,1,0,Sales staff,2.0,16.0,1.0,28.835616438356166,1,4
2388,1,0,1,1,11.9671934355799,Working,Secondary / secondary special,Civil marriage,House / apartment,544,0,0,0,Drivers,3.0,1.0,0.0,36.47671232876712,1,4
2389,0,0,0,0,11.744053058823512,Working,Secondary / secondary special,Single / not married,With parents,951,0,0,0,Sales staff,1.0,4.0,1.0,22.49041095890411,0,1
2390,0,0,0,0,10.413372734225062,Pensioner,Secondary / secondary special,Married,Office apartment,0,0,0,0,Unemployed,2.0,41.0,2.0,53.71232876712329,1,6
2391,0,0,1,0,12.100723240921731,State servant,Secondary / secondary special,Civil marriage,House / apartment,7371,1,0,0,Core staff,2.0,43.0,0.0,44.084931506849315,1,8
2392,1,0,0,0,11.813044872125642,Working,Secondary / secondary special,Single / not married,House / apartment,947,0,0,0,Cooking staff,1.0,13.0,1.0,25.115068493150684,1,6
2393,1,0,0,0,12.149512875996372,State servant,Secondary / secondary special,Married,House / apartment,2770,0,0,0,Core staff,2.0,41.0,2.0,43.156164383561645,1,4
2394,0,0,1,0,11.630726278246367,Working,Higher education,Married,House / apartment,3942,1,1,0,Core staff,2.0,7.0,2.0,34.5013698630137,1,2
2395,1,1,1,0,12.32386457003594,Working,Higher education,Married,Rented apartment,1656,0,0,0,High skill tech staff,2.0,6.0,0.0,41.964383561643835,1,4
2396,1,0,1,0,11.407587171287714,Working,Secondary / secondary special,Married,House / apartment,1296,0,0,0,Laborers,2.0,6.0,1.0,50.484931506849314,1,7
2397,1,0,0,0,11.813044872125642,Working,Secondary / secondary special,Civil marriage,House / apartment,5707,1,1,0,Core staff,2.0,39.0,1.0,34.83561643835616,1,3
2398,0,1,1,0,11.995363959817325,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,3019,0,1,0,Managers,2.0,33.0,2.0,50.0027397260274,0,1
2399,0,0,1,0,11.9671934355799,Working,Secondary / secondary special,Married,House / apartment,3917,0,0,0,Cleaning staff,2.0,50.0,2.0,48.12876712328767,1,7
2400,1,1,0,1,12.842654765593018,State servant,Higher education,Married,House / apartment,2738,0,0,0,Core staff,3.0,58.0,1.0,39.07945205479452,1,5
2401,0,0,0,1,11.119912506051302,Working,Secondary / secondary special,Married,House / apartment,6959,0,0,0,Laborers,3.0,30.0,2.0,45.42739726027397,1,4
2402,0,0,1,0,12.100723240921731,Working,Secondary / secondary special,Widow,House / apartment,1783,0,0,0,Accountants,1.0,55.0,1.0,48.56164383561644,1,5
2403,0,0,1,0,11.630726278246367,Working,Secondary / secondary special,Married,Rented apartment,9052,0,0,0,Sales staff,2.0,50.0,2.0,43.895890410958906,1,6
2404,1,1,1,2,12.793864865972417,Commercial associate,Secondary / secondary special,Married,House / apartment,287,0,1,0,Laborers,4.0,14.0,2.0,43.56438356164384,0,1
2405,1,1,1,0,11.630726278246367,Working,Secondary / secondary special,Civil marriage,House / apartment,473,1,0,0,Laborers,2.0,13.0,1.0,50.66027397260274,1,3
2406,0,0,1,0,12.32386457003594,Commercial associate,Secondary / secondary special,Married,House / apartment,187,0,0,0,Core staff,2.0,12.0,2.0,33.76712328767123,1,9
2407,0,0,1,0,13.112317081946705,Commercial associate,Higher education,Married,House / apartment,3880,0,1,1,Managers,2.0,55.0,1.0,53.92328767123288,1,5
2408,0,1,0,2,11.407587171287714,Working,Secondary / secondary special,Married,House / apartment,3657,1,1,0,High skill tech staff,4.0,44.0,2.0,35.986301369863014,1,6
2409,1,1,0,0,11.630726278246367,Working,Secondary / secondary special,Civil marriage,House / apartment,1962,0,1,0,Laborers,2.0,3.0,1.0,27.40821917808219,1,3
2410,0,0,1,0,11.184449175390174,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,Unemployed,2.0,48.0,2.0,60.02191780821918,1,10
2411,1,0,1,1,11.744053058823512,Working,Secondary / secondary special,Married,House / apartment,1708,0,0,1,Drivers,3.0,8.0,1.0,36.673972602739724,1,2
2412,0,0,1,0,12.125415582512366,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,0,Unemployed,2.0,39.0,2.0,56.153424657534245,1,3
2413,0,0,1,0,12.86618513995722,Commercial associate,Secondary / secondary special,Married,House / apartment,4979,0,0,0,Sales staff,2.0,45.0,1.0,55.01917808219178,1,7
2414,1,0,0,0,11.9671934355799,Working,Secondary / secondary special,Married,House / apartment,2896,0,0,0,Security staff,2.0,42.0,0.0,37.64109589041096,1,4
2415,0,0,0,0,10.809768351780965,Pensioner,Higher education,Married,Municipal apartment,0,0,0,0,Unemployed,2.0,50.0,2.0,57.964383561643835,1,13
2416,0,0,1,1,11.407587171287714,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,2135,1,1,0,Sales staff,2.0,13.0,2.0,28.835616438356166,1,4
2417,1,0,0,0,12.100723240921731,Working,Secondary / secondary special,Single / not married,With parents,1537,0,0,0,Drivers,1.0,19.0,1.0,35.02465753424657,1,3
2418,0,0,1,0,11.119912506051302,Pensioner,Secondary / secondary special,Widow,House / apartment,0,0,1,0,Unemployed,1.0,39.0,1.0,63.83561643835616,1,2
2419,0,0,1,0,11.630726278246367,Working,Secondary / secondary special,Married,House / apartment,469,0,0,0,Cleaning staff,2.0,32.0,1.0,64.0,1,13
2420,1,1,0,1,12.100723240921731,Working,Secondary / secondary special,Married,House / apartment,4491,0,0,0,Laborers,3.0,51.0,2.0,31.5013698630137,1,7
2421,0,0,1,0,11.119912506051302,Working,Secondary / secondary special,Married,House / apartment,504,0,0,0,Cooking staff,2.0,2.0,2.0,40.24657534246575,0,1
2422,0,0,0,0,12.454891740833517,Commercial associate,Higher education,Married,House / apartment,2565,0,0,1,HR staff,2.0,38.0,2.0,30.71780821917808,1,5
2423,0,0,0,0,11.58990502445341,Working,Secondary / secondary special,Separated,House / apartment,187,1,1,1,Laborers,1.0,34.0,2.0,54.8,1,2
2424,1,1,0,2,11.813044872125642,Working,Secondary / secondary special,Married,With parents,561,0,0,0,Laborers,4.0,59.0,1.0,45.54794520547945,1,5
2425,0,0,0,0,10.809768351780965,Pensioner,Secondary / secondary special,Widow,House / apartment,0,0,0,0,Unemployed,1.0,45.0,2.0,65.4,1,2
2426,0,0,1,0,11.407587171287714,Commercial associate,Secondary / secondary special,Married,House / apartment,2656,0,0,0,Laborers,2.0,40.0,2.0,51.11232876712329,1,2
2427,0,0,0,0,11.808735664515407,Commercial associate,Higher education,Single / not married,House / apartment,393,1,0,0,Core staff,1.0,40.0,0.0,28.326027397260273,1,6
2428,1,1,1,0,11.813044872125642,Working,Secondary / secondary special,Married,House / apartment,2490,1,1,0,Managers,2.0,39.0,2.0,57.84109589041096,0,1
2429,1,1,1,1,11.630726278246367,Working,Secondary / secondary special,Married,House / apartment,508,0,0,0,Laborers,3.0,50.0,2.0,30.9013698630137,1,3
2430,0,0,1,0,12.793864865972417,Working,Secondary / secondary special,Married,House / apartment,5587,1,1,0,Laborers,2.0,4.0,1.0,42.608219178082194,1,5
2431,1,0,1,0,12.506184645360484,Working,Secondary / secondary special,Married,With parents,2871,1,0,0,Laborers,2.0,38.0,2.0,40.42191780821918,1,5
2432,0,0,1,0,11.813044872125642,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,1,0,Unemployed,2.0,58.0,1.0,64.22465753424657,1,5
2433,0,1,1,0,12.100723240921731,Working,Secondary / secondary special,Married,House / apartment,473,0,0,0,Laborers,2.0,31.0,2.0,35.46027397260274,1,3
2434,1,1,0,0,12.32386457003594,Working,Secondary / secondary special,Married,House / apartment,1976,1,0,0,Laborers,2.0,28.0,2.0,31.775342465753425,1,6
2435,0,1,1,2,13.199328122237302,Working,Secondary / secondary special,Married,House / apartment,4997,1,1,0,Accountants,4.0,13.0,0.0,41.293150684931504,0,1
2436,1,1,1,0,12.911647284348089,Working,Secondary / secondary special,Married,House / apartment,1086,1,0,0,Managers,2.0,22.0,1.0,44.70958904109589,1,4
2437,0,0,1,0,11.630726278246367,Working,Secondary / secondary special,Married,House / apartment,469,0,0,0,Cleaning staff,2.0,22.0,1.0,64.0,1,13
2438,0,0,1,0,11.845834217058348,Working,Secondary / secondary special,Married,House / apartment,157,0,0,1,Cooking staff,2.0,9.0,2.0,51.31506849315068,1,6
2439,1,1,0,0,11.54734621517236,Commercial associate,Secondary / secondary special,Married,Municipal apartment,352,1,0,0,Low-skill Laborers,2.0,30.0,2.0,23.846575342465755,0,1
2440,1,0,1,1,12.58622678323751,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,3018,1,1,0,Laborers,3.0,14.0,1.0,40.50684931506849,1,7
2441,0,0,0,0,11.119912506051302,Working,Secondary / secondary special,Married,Municipal apartment,11451,0,0,0,Cooking staff,2.0,11.0,2.0,49.76712328767123,1,7
2442,1,1,1,3,12.100723240921731,Working,Secondary / secondary special,Married,House / apartment,824,1,1,0,High skill tech staff,5.0,13.0,2.0,38.88219178082192,1,8
2443,1,1,0,1,11.9671934355799,Working,Secondary / secondary special,Married,House / apartment,139,0,0,0,Drivers,3.0,32.0,2.0,26.643835616438356,1,4
2444,1,1,1,1,11.407587171287714,Working,Secondary / secondary special,Married,House / apartment,2553,1,1,0,Laborers,3.0,52.0,2.0,39.07671232876712,0,1
2445,0,0,1,1,12.32386457003594,Working,Secondary / secondary special,Married,With parents,170,0,0,0,Cleaning staff,3.0,7.0,2.0,27.493150684931507,1,6
2446,0,0,1,0,11.669946307650886,Working,Secondary / secondary special,Married,House / apartment,355,1,1,0,Core staff,2.0,4.0,2.0,47.85753424657534,1,2
2447,0,0,1,0,11.9671934355799,State servant,Secondary / secondary special,Civil marriage,House / apartment,3253,0,0,0,Laborers,2.0,21.0,0.0,35.45753424657534,1,6
2448,0,0,1,0,12.506184645360484,Commercial associate,Secondary / secondary special,Married,House / apartment,5649,0,1,1,Laborers,2.0,7.0,2.0,48.441095890410956,1,3
2449,1,1,1,0,12.100723240921731,State servant,Higher education,Single / not married,House / apartment,1082,0,0,0,Core staff,1.0,8.0,0.0,23.306849315068494,1,3
2450,0,0,1,0,12.100723240921731,State servant,Higher education,Married,House / apartment,12490,1,0,0,High skill tech staff,2.0,36.0,2.0,59.18082191780822,1,2
2451,0,0,1,2,11.813044872125642,Working,Secondary / secondary special,Married,House / apartment,1565,0,0,0,Cleaning staff,4.0,47.0,2.0,39.342465753424655,1,3
2452,0,1,1,0,12.100723240921731,Working,Higher education,Married,House / apartment,2416,0,1,0,Drivers,2.0,49.0,0.0,42.61369863013699,1,4
2453,0,0,0,0,11.845834217058348,Working,Higher education,Separated,House / apartment,7100,0,0,0,Managers,1.0,9.0,2.0,44.391780821917806,0,1
