index,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_EMPLOYED,work_phone,phone,email,occyp_type,family_size,begin_month,credit,Age,id,dup,cards,family_category
2802,1,0,1,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,10050,0,1,0,Laborers,4.0,51.0,1.0,58.38904109589041,421,1,2,big
2803,0,0,0,0,360000.0,Pensioner,Higher education,Married,House / apartment,0,0,1,0,Unemployed,2.0,19.0,2.0,56.9972602739726,2312,0,1,small
2804,0,1,1,0,360000.0,Working,Secondary / secondary special,Married,House / apartment,1820,0,0,0,High skill tech staff,2.0,18.0,0.0,50.29041095890411,1912,1,7,small
2805,1,1,0,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,2477,1,1,0,Laborers,2.0,51.0,2.0,51.156164383561645,2313,1,3,small
2806,0,0,1,1,180000.0,Pensioner,Higher education,Married,House / apartment,0,0,1,0,Unemployed,3.0,19.0,2.0,51.9972602739726,2314,1,6,small
2807,0,0,1,0,153000.0,State servant,Higher education,Married,House / apartment,1527,0,0,0,Managers,2.0,16.0,2.0,33.50410958904109,2315,0,1,small
2808,0,1,0,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,2387,0,0,0,Sales staff,2.0,49.0,2.0,38.35616438356164,2316,1,6,small
2809,1,0,0,0,121500.0,Working,Higher education,Single / not married,House / apartment,1327,1,1,0,Laborers,1.0,4.0,2.0,30.58082191780822,2317,1,3,Nuclear
2810,0,0,0,0,72000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1466,1,0,0,Cleaning staff,1.0,2.0,1.0,51.50410958904109,2174,1,15,Nuclear
2811,0,0,1,0,238500.0,Working,Higher education,Married,House / apartment,4967,0,1,0,Core staff,2.0,40.0,0.0,46.57808219178082,2318,0,1,small
2812,0,0,1,0,180000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,1463,0,1,0,Laborers,1.0,38.0,2.0,54.298630136986304,2319,0,1,Nuclear
2813,0,1,1,0,225000.0,Commercial associate,Higher education,Separated,House / apartment,1185,0,0,0,Waiters/barmen staff,1.0,3.0,1.0,33.156164383561645,2320,0,1,Nuclear
2814,0,0,1,1,360000.0,Working,Secondary / secondary special,Married,House / apartment,2696,0,1,0,High skill tech staff,3.0,22.0,2.0,43.463013698630135,886,1,3,small
2815,0,1,1,0,50850.0,Pensioner,Higher education,Married,House / apartment,0,0,0,0,Unemployed,2.0,26.0,2.0,59.9013698630137,1033,1,4,small
2816,0,0,1,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,2017,0,0,0,Laborers,1.0,34.0,1.0,53.20821917808219,1736,1,5,Nuclear
2817,0,0,1,2,216000.0,State servant,Higher education,Married,House / apartment,3112,0,0,1,Core staff,4.0,8.0,2.0,42.31232876712329,2321,1,6,big
2818,0,0,1,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,186,0,0,0,Laborers,3.0,56.0,2.0,45.50410958904109,2322,0,1,small
2819,0,1,0,0,292500.0,Working,Secondary / secondary special,Married,House / apartment,3009,0,0,0,Laborers,2.0,24.0,1.0,42.25205479452055,2323,1,2,small
2820,0,1,0,1,225000.0,Working,Higher education,Civil marriage,House / apartment,980,1,1,0,Core staff,3.0,15.0,2.0,37.06301369863014,2324,1,7,small
2821,0,1,1,2,157500.0,State servant,Secondary / secondary special,Separated,House / apartment,4185,1,1,0,Security staff,4.0,29.0,2.0,38.33972602739726,2325,1,4,big
2822,1,0,1,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,3806,1,0,0,Laborers,2.0,4.0,2.0,38.55068493150685,2326,1,9,small
2823,1,0,1,0,495000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,658,0,0,0,Managers,2.0,29.0,2.0,45.865753424657534,2327,1,3,small
2824,0,0,1,0,112500.0,Working,Higher education,Married,House / apartment,4004,0,0,0,Accountants,2.0,1.0,1.0,33.18904109589041,2328,1,7,small
2825,0,0,1,0,202500.0,Working,Incomplete higher,Single / not married,House / apartment,7288,0,0,0,Core staff,1.0,49.0,1.0,50.94794520547945,2329,1,8,Nuclear
2826,1,1,0,0,180000.0,Working,Higher education,Married,With parents,2087,0,0,0,Drivers,2.0,43.0,2.0,30.254794520547946,1557,1,4,small
2827,0,0,1,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,7718,0,0,0,Secretaries,2.0,25.0,2.0,54.46849315068493,2330,1,5,small
2828,1,1,0,0,360000.0,Commercial associate,Higher education,Married,House / apartment,4633,0,1,0,Managers,2.0,33.0,0.0,39.367123287671234,2331,1,5,small
2829,0,0,1,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,746,0,0,0,Laborers,2.0,57.0,2.0,53.057534246575344,1364,1,6,small
2830,0,1,1,1,135000.0,Working,Secondary / secondary special,Married,With parents,117,0,0,0,Private service staff,3.0,11.0,2.0,28.854794520547944,2332,1,6,small
2831,0,0,1,0,135000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,2796,0,0,0,Sales staff,1.0,40.0,2.0,47.14246575342466,2333,1,5,Nuclear
2832,0,1,1,0,225000.0,Working,Higher education,Married,House / apartment,2959,1,1,0,Accountants,2.0,40.0,1.0,44.912328767123284,2334,1,3,small
2833,0,0,1,0,135000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,3026,1,1,0,High skill tech staff,1.0,17.0,1.0,27.578082191780823,2335,1,4,Nuclear
2834,0,0,1,0,180000.0,Pensioner,Secondary / secondary special,Married,Co-op apartment,0,0,1,0,Unemployed,2.0,14.0,1.0,55.14520547945205,2336,0,1,small
2835,0,0,1,1,135000.0,Commercial associate,Secondary / secondary special,Married,With parents,2421,0,0,0,Laborers,3.0,32.0,0.0,30.23013698630137,932,1,10,small
2836,0,1,1,0,157500.0,Working,Higher education,Married,House / apartment,279,0,0,0,Sales staff,2.0,24.0,1.0,29.002739726027396,2337,1,3,small
2837,1,0,0,0,225000.0,State servant,Secondary / secondary special,Married,House / apartment,211,1,1,0,Drivers,2.0,18.0,2.0,41.391780821917806,426,1,6,small
2838,1,1,0,2,315000.0,Commercial associate,Incomplete higher,Married,House / apartment,657,0,0,0,Managers,4.0,20.0,2.0,30.356164383561644,2338,1,4,big
2839,1,1,0,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,2745,1,1,0,Managers,2.0,38.0,2.0,56.92054794520548,1335,1,10,small
2840,0,0,0,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1398,0,0,0,Laborers,2.0,7.0,2.0,43.88219178082192,1366,1,5,small
2841,0,0,1,0,292500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0,0,1,0,Unemployed,2.0,46.0,1.0,56.14520547945205,2339,1,2,small
2842,1,1,1,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,3840,0,0,0,Laborers,2.0,14.0,2.0,49.5972602739726,364,1,9,small
2843,1,0,0,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,430,0,0,0,Laborers,4.0,21.0,2.0,37.367123287671234,415,1,6,big
2844,0,0,1,0,121500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,Unemployed,2.0,21.0,2.0,57.29041095890411,2340,1,4,small
2845,0,0,1,0,126000.0,Working,Higher education,Married,House / apartment,460,0,1,1,Core staff,2.0,38.0,2.0,27.602739726027398,2341,1,10,small
2846,1,1,1,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,5064,0,0,0,Laborers,3.0,14.0,2.0,44.54246575342466,2342,1,2,small
2847,1,0,0,1,225000.0,Working,Higher education,Married,House / apartment,6273,0,0,0,Core staff,3.0,24.0,2.0,37.66301369863014,2343,1,6,small
2848,0,1,0,1,85500.0,State servant,Higher education,Married,House / apartment,971,0,0,1,Accountants,3.0,5.0,1.0,27.517808219178082,2344,1,2,small
2849,0,0,1,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,110,0,0,0,High skill tech staff,2.0,24.0,2.0,48.846575342465755,2345,0,1,small
2850,0,0,1,0,270000.0,Working,Higher education,Married,House / apartment,109,0,1,0,Laborers,2.0,20.0,2.0,47.50958904109589,2346,1,2,small
2851,0,0,0,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,2052,0,1,0,Laborers,2.0,59.0,2.0,43.131506849315066,2347,1,6,small
2852,0,0,0,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,7013,1,1,0,Sales staff,2.0,1.0,1.0,55.0,2348,1,3,small
2853,0,1,0,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,150,0,1,0,Security staff,4.0,25.0,2.0,33.61643835616438,2349,1,3,big
2854,0,0,0,0,162000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,0,Unemployed,2.0,43.0,2.0,53.95616438356164,650,1,4,small
2855,0,0,1,0,247500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,0,0,0,Unemployed,1.0,3.0,0.0,61.18356164383562,2350,1,4,Nuclear
2856,1,1,0,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,1,0,Unemployed,2.0,13.0,0.0,58.652054794520545,2351,0,1,small
2857,1,1,1,1,193500.0,Working,Secondary / secondary special,Married,House / apartment,2250,1,0,0,Core staff,3.0,38.0,2.0,28.6,457,1,9,small
2858,1,0,0,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,1458,0,0,0,Drivers,3.0,45.0,2.0,44.9972602739726,2352,1,7,small
2859,0,0,1,0,90000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,720,0,0,1,Laborers,1.0,9.0,2.0,54.43013698630137,612,1,6,Nuclear
2860,0,1,1,2,180000.0,Commercial associate,Higher education,Married,House / apartment,2866,0,1,1,Laborers,4.0,29.0,1.0,32.106849315068494,922,1,9,big
2861,1,0,0,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,880,0,0,0,Laborers,3.0,6.0,1.0,27.715068493150685,2353,1,3,small
2862,1,0,1,0,945000.0,Working,Secondary / secondary special,Married,House / apartment,1838,0,0,0,Managers,2.0,17.0,0.0,57.084931506849315,2354,1,4,small
2863,0,0,1,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,428,0,0,0,Sales staff,1.0,48.0,2.0,47.23835616438356,2355,1,2,Nuclear
2864,0,1,0,1,292500.0,Working,Higher education,Married,House / apartment,1946,1,1,0,Accountants,3.0,21.0,1.0,47.136986301369866,2356,1,2,small
2865,1,1,1,0,292500.0,Commercial associate,Higher education,Married,House / apartment,765,0,1,0,High skill tech staff,2.0,26.0,1.0,32.09315068493151,1397,1,5,small
2866,1,1,0,2,135000.0,Working,Higher education,Married,With parents,5056,0,1,0,Laborers,4.0,59.0,2.0,31.904109589041095,2357,1,5,big
2867,0,0,1,0,202500.0,Working,Incomplete higher,Single / not married,House / apartment,7288,0,0,0,Core staff,1.0,40.0,2.0,50.94794520547945,2329,1,8,Nuclear
2868,0,1,1,1,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,Unemployed,3.0,49.0,1.0,47.88493150684931,2358,1,3,small
2869,0,0,0,0,67500.0,Working,Secondary / secondary special,Married,With parents,108,0,0,0,Cleaning staff,2.0,53.0,2.0,44.83835616438356,2359,1,3,small
2870,0,0,1,0,90000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,720,0,0,1,Laborers,1.0,8.0,1.0,54.43013698630137,612,1,6,Nuclear
2871,0,0,1,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,Unemployed,2.0,36.0,2.0,55.62739726027397,2360,1,3,small
2872,0,0,1,2,360000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,3560,0,0,0,Sales staff,3.0,30.0,2.0,37.1945205479452,255,1,5,small
2873,0,0,0,0,157500.0,Working,Higher education,Single / not married,Office apartment,3289,0,0,0,Laborers,1.0,26.0,1.0,51.98082191780822,2361,1,3,Nuclear
2874,1,1,0,0,270000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,6122,0,0,0,Laborers,2.0,58.0,2.0,35.679452054794524,2362,1,2,small
2875,0,0,0,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,6614,0,0,0,Laborers,1.0,44.0,2.0,46.06575342465754,2363,1,8,Nuclear
2876,0,0,1,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,2728,0,0,0,Laborers,2.0,11.0,2.0,58.02739726027397,1650,1,6,small
2877,0,0,0,0,121500.0,State servant,Higher education,Married,House / apartment,5239,1,0,0,Accountants,2.0,31.0,2.0,60.31232876712329,2364,1,7,small
2878,0,1,0,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,4614,0,0,0,Sales staff,3.0,27.0,2.0,34.97808219178082,2365,1,2,small
2879,0,0,1,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,135,1,1,0,Laborers,3.0,29.0,2.0,30.106849315068494,819,1,12,small
2880,0,1,1,2,135000.0,Working,Higher education,Separated,House / apartment,5453,1,1,0,Sales staff,3.0,7.0,2.0,55.95890410958904,2366,0,1,small
2881,1,1,1,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1539,0,0,0,Drivers,2.0,4.0,1.0,49.912328767123284,2367,1,3,small
2882,0,0,1,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,1,0,Unemployed,2.0,43.0,2.0,56.37808219178082,748,1,14,small
2883,1,0,0,1,207000.0,State servant,Higher education,Married,Office apartment,2623,0,0,0,Core staff,3.0,3.0,2.0,40.797260273972604,2368,1,3,small
2884,0,0,1,0,126000.0,Working,Higher education,Married,House / apartment,460,0,1,1,Core staff,2.0,13.0,2.0,27.602739726027398,2341,1,10,small
2885,1,0,1,0,157500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,878,0,0,0,Laborers,1.0,39.0,0.0,39.14520547945205,2369,1,3,Nuclear
2886,1,0,1,0,225000.0,Commercial associate,Higher education,Married,House / apartment,2785,0,0,0,Security staff,2.0,48.0,2.0,60.50684931506849,2370,1,3,small
2887,1,1,1,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,1904,1,1,0,Laborers,2.0,26.0,2.0,42.44931506849315,2371,0,1,small
2888,0,1,0,0,126000.0,State servant,Incomplete higher,Single / not married,House / apartment,5206,1,0,0,Core staff,1.0,51.0,2.0,32.81643835616438,2372,1,6,Nuclear
2889,0,0,1,0,67500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,0,0,0,Unemployed,1.0,1.0,1.0,65.36164383561643,2373,0,1,Nuclear
2890,0,0,0,1,112500.0,Working,Secondary / secondary special,Widow,House / apartment,2652,0,0,0,Medicine staff,2.0,59.0,1.0,41.4027397260274,2374,0,1,small
2891,0,0,1,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1801,0,0,0,Waiters/barmen staff,2.0,15.0,1.0,42.21095890410959,2375,1,8,small
2892,0,0,1,0,121500.0,Working,Secondary / secondary special,Widow,House / apartment,12148,0,0,0,Laborers,1.0,26.0,2.0,54.63835616438356,2376,0,1,Nuclear
2893,0,0,1,0,270000.0,Commercial associate,Higher education,Single / not married,House / apartment,765,0,0,0,HR staff,1.0,5.0,2.0,29.334246575342465,2377,1,3,Nuclear
2894,0,0,1,0,171000.0,Working,Secondary / secondary special,Single / not married,Rented apartment,673,0,0,0,Laborers,1.0,5.0,1.0,46.40547945205479,205,1,7,Nuclear
2895,0,0,1,0,229500.0,Working,Higher education,Married,House / apartment,1192,0,0,0,Core staff,2.0,37.0,0.0,45.59178082191781,2378,1,4,small
2896,0,0,1,0,135000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,0,0,0,Unemployed,1.0,50.0,2.0,40.66027397260274,2379,1,3,Nuclear
2897,1,1,1,0,315000.0,Working,Higher education,Married,House / apartment,2796,0,0,0,Drivers,2.0,31.0,2.0,50.23287671232877,2166,1,8,small
2898,1,0,0,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,254,0,1,0,Drivers,2.0,15.0,2.0,41.320547945205476,2380,0,1,small
2899,1,0,1,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,Unemployed,2.0,53.0,1.0,63.276712328767125,497,1,4,small
2900,0,0,1,0,167400.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,Unemployed,2.0,26.0,1.0,52.131506849315066,2381,1,14,small
2901,1,1,0,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,1878,0,0,0,Laborers,3.0,32.0,2.0,28.77260273972603,2382,1,9,small
2902,0,0,1,0,148500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,Unemployed,2.0,14.0,2.0,62.394520547945206,1292,1,10,small
2903,0,0,1,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,1740,0,0,0,Laborers,3.0,26.0,2.0,43.50410958904109,2383,1,2,small
2904,0,0,0,0,180000.0,Working,Higher education,Married,House / apartment,2452,1,0,0,Managers,2.0,31.0,2.0,48.81917808219178,2384,1,2,small
2905,0,1,1,0,157500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,319,0,0,0,Sales staff,1.0,41.0,1.0,51.52328767123288,1638,1,7,Nuclear
2906,0,0,1,0,256500.0,Commercial associate,Higher education,Separated,House / apartment,970,0,0,0,Managers,1.0,5.0,1.0,53.70958904109589,1069,1,7,Nuclear
2907,0,0,0,0,225000.0,Pensioner,Higher education,Married,House / apartment,0,0,0,0,Unemployed,2.0,12.0,2.0,61.76164383561644,2385,1,2,small
2908,0,1,1,1,126000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1083,1,0,0,Sales staff,3.0,10.0,2.0,36.09041095890411,2386,1,4,small
2909,1,0,1,0,225000.0,State servant,Secondary / secondary special,Married,House / apartment,1111,0,0,0,Core staff,2.0,38.0,2.0,37.70958904109589,2387,0,1,small
2910,0,0,1,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,261,0,0,0,Medicine staff,3.0,50.0,2.0,38.52054794520548,2388,1,5,small
2911,0,0,1,1,166500.0,Working,Secondary / secondary special,Married,House / apartment,7866,0,0,0,Secretaries,3.0,31.0,1.0,40.47945205479452,2389,0,1,small
2912,0,0,1,1,157500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,1350,0,0,0,Waiters/barmen staff,2.0,23.0,1.0,34.728767123287675,728,1,24,small
2913,1,0,1,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,3611,0,0,0,Laborers,2.0,55.0,2.0,59.90958904109589,908,1,3,small
2914,0,0,1,0,90000.0,State servant,Secondary / secondary special,Separated,House / apartment,302,0,0,0,Core staff,1.0,37.0,0.0,39.0986301369863,326,1,14,Nuclear
2915,1,0,0,0,180000.0,Commercial associate,Higher education,Married,House / apartment,1527,0,1,0,Cooking staff,2.0,19.0,0.0,29.26027397260274,738,1,4,small
2916,0,0,1,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,Unemployed,2.0,23.0,0.0,64.14520547945206,2390,1,3,small
2917,0,0,1,0,162000.0,Working,Higher education,Single / not married,House / apartment,3173,1,1,0,Managers,1.0,36.0,2.0,38.824657534246576,2391,0,1,Nuclear
2918,0,1,1,2,103500.0,Working,Secondary / secondary special,Married,House / apartment,1600,0,0,0,Accountants,4.0,16.0,2.0,32.37260273972603,2392,1,5,big
2919,1,1,0,1,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,1,0,Unemployed,3.0,32.0,2.0,51.21095890410959,2393,1,7,small
2920,0,0,1,2,67500.0,Working,Secondary / secondary special,Married,House / apartment,5096,1,1,0,Laborers,4.0,18.0,2.0,42.78630136986301,2394,0,1,big
2921,0,0,1,1,270000.0,State servant,Secondary / secondary special,Married,House / apartment,2512,0,0,0,Medicine staff,3.0,45.0,2.0,39.45205479452055,2395,1,9,small
2922,0,1,1,0,162000.0,Pensioner,Higher education,Married,House / apartment,0,0,1,0,Unemployed,2.0,41.0,2.0,65.44109589041096,1964,1,6,small
2923,0,0,1,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,5311,0,0,0,Sales staff,2.0,50.0,2.0,54.72054794520548,2396,1,4,small
2924,0,0,1,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,642,0,0,0,Core staff,1.0,2.0,1.0,46.66027397260274,58,1,15,Nuclear
2925,0,0,0,0,180000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,0,0,0,Unemployed,1.0,15.0,1.0,63.09315068493151,357,1,5,Nuclear
2926,1,1,1,1,292500.0,Commercial associate,Higher education,Married,House / apartment,3322,0,0,0,Laborers,3.0,40.0,0.0,34.43561643835616,1238,1,14,small
2927,0,0,1,0,297000.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,3234,0,0,0,Laborers,1.0,12.0,0.0,42.51780821917808,131,1,35,Nuclear
2928,1,0,1,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,1175,0,0,0,Drivers,2.0,9.0,0.0,59.70958904109589,2397,0,1,small
2929,0,1,1,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1463,1,0,0,Core staff,2.0,17.0,2.0,33.35616438356164,1935,1,9,small
2930,0,0,1,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,Unemployed,2.0,49.0,2.0,65.88219178082191,2398,1,3,small
2931,1,0,0,0,247500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1376,1,0,0,Laborers,1.0,21.0,2.0,28.013698630136986,2399,1,2,Nuclear
2932,1,1,0,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,1101,1,0,0,Managers,4.0,42.0,2.0,49.71780821917808,2400,1,5,big
2933,0,0,1,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,7827,0,1,1,Laborers,2.0,19.0,2.0,40.06849315068493,2401,1,4,small
2934,0,0,0,0,450000.0,Working,Secondary / secondary special,Married,House / apartment,686,0,0,0,Laborers,2.0,41.0,0.0,51.57808219178082,2402,1,11,small
2935,0,0,1,0,135000.0,Commercial associate,Incomplete higher,Married,House / apartment,2999,0,0,0,Sales staff,2.0,2.0,0.0,30.487671232876714,2403,0,1,small
2936,0,0,1,0,101250.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,0,1,0,Unemployed,1.0,3.0,1.0,60.43561643835616,2404,1,6,Nuclear
2937,1,1,0,0,202500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,9947,0,0,0,High skill tech staff,1.0,32.0,2.0,48.21369863013699,2405,0,1,Nuclear
2938,1,0,0,2,202500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,863,1,1,0,Laborers,4.0,27.0,0.0,28.835616438356166,1916,1,5,big
2939,1,1,0,1,337500.0,State servant,Higher education,Married,House / apartment,3574,0,0,0,Core staff,3.0,9.0,2.0,35.05205479452055,274,1,4,small
2940,1,1,1,0,225000.0,Commercial associate,Higher education,Married,House / apartment,1117,0,0,1,Managers,2.0,47.0,2.0,41.0958904109589,2406,1,2,small
2941,0,0,0,0,90000.0,Working,Secondary / secondary special,Married,Municipal apartment,429,0,0,0,Laborers,2.0,11.0,2.0,52.52328767123288,2407,1,6,small
2942,1,0,1,0,108000.0,Working,Secondary / secondary special,Married,House / apartment,7341,1,1,0,Laborers,2.0,24.0,2.0,43.827397260273976,2408,1,7,small
2943,0,0,1,0,112500.0,Working,Higher education,Single / not married,House / apartment,1281,0,1,0,Laborers,1.0,18.0,2.0,49.794520547945204,2409,0,1,Nuclear
2944,0,0,1,1,139500.0,Pensioner,Lower secondary,Married,House / apartment,0,0,0,0,Unemployed,3.0,3.0,1.0,59.54794520547945,2098,1,3,small
2945,0,0,1,0,76500.0,Working,Secondary / secondary special,Married,House / apartment,1812,0,0,0,Sales staff,2.0,33.0,2.0,44.78630136986301,512,1,5,small
2946,0,0,1,1,337500.0,Working,Secondary / secondary special,Married,House / apartment,3329,0,0,1,Core staff,3.0,14.0,2.0,35.04109589041096,1501,1,11,small
2947,0,0,1,0,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,353,1,1,0,Accountants,2.0,6.0,2.0,36.75890410958904,2410,0,1,small
2948,1,1,1,2,171000.0,Working,Secondary / secondary special,Married,House / apartment,1230,0,0,0,Core staff,4.0,22.0,2.0,36.558904109589044,2411,1,7,big
2949,0,0,1,0,630000.0,Working,Higher education,Separated,House / apartment,1539,1,1,0,Accountants,1.0,55.0,2.0,60.276712328767125,267,1,9,Nuclear
2950,1,1,0,0,112500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0,0,1,0,Unemployed,2.0,0.0,0.0,60.24657534246575,1402,1,5,small
2951,1,1,0,0,108000.0,Working,Secondary / secondary special,Married,Office apartment,1081,0,0,0,Security staff,2.0,21.0,2.0,47.14794520547945,2412,1,2,small
2952,1,0,0,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,5064,0,1,0,Laborers,2.0,56.0,2.0,52.394520547945206,2255,1,8,small
2953,0,1,0,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,2809,0,1,1,Accountants,3.0,42.0,2.0,33.78082191780822,2413,0,1,small
2954,0,0,1,0,360000.0,Working,Secondary / secondary special,Widow,House / apartment,7830,0,0,0,Core staff,1.0,28.0,2.0,50.37808219178082,2414,1,2,Nuclear
2955,0,0,1,0,135000.0,Working,Secondary / secondary special,Widow,House / apartment,1813,0,0,0,Medicine staff,1.0,9.0,2.0,52.964383561643835,2415,0,1,Nuclear
2956,0,0,1,0,54000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,1,0,Unemployed,2.0,34.0,1.0,65.87397260273973,53,1,4,small
2957,0,1,1,2,315000.0,Commercial associate,Higher education,Married,With parents,1327,0,0,0,Managers,4.0,0.0,1.0,34.57808219178082,225,1,8,big
2958,0,1,1,2,306000.0,Working,Secondary / secondary special,Married,House / apartment,1555,0,0,0,Laborers,4.0,35.0,2.0,35.78356164383562,2304,1,6,big
2959,1,0,1,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,2942,0,0,0,Laborers,2.0,57.0,2.0,46.78082191780822,2416,1,6,small
2960,1,0,0,1,126000.0,Working,Secondary / secondary special,Married,House / apartment,1160,1,1,0,Laborers,3.0,8.0,1.0,30.24931506849315,2417,1,2,small
2961,0,0,1,0,103500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,0,1,0,Unemployed,1.0,59.0,2.0,66.01095890410959,2418,1,7,Nuclear
2962,0,0,0,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,712,1,0,0,Managers,2.0,44.0,2.0,45.81643835616438,2419,1,4,small
2963,1,1,1,1,112500.0,Working,Higher education,Married,House / apartment,965,0,1,0,Drivers,3.0,56.0,2.0,43.8986301369863,2420,1,10,small
2964,0,0,0,0,211500.0,Working,Secondary / secondary special,Married,House / apartment,1661,1,1,0,Laborers,2.0,14.0,2.0,47.25753424657534,2421,1,9,small
2965,0,0,1,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,1218,1,1,0,Cooking staff,2.0,50.0,2.0,52.56712328767123,2422,1,4,small
2966,0,0,1,0,135000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,0,1,0,Unemployed,1.0,4.0,0.0,65.55890410958904,2423,1,14,Nuclear
2967,0,0,0,2,180000.0,State servant,Higher education,Married,House / apartment,2808,1,0,0,Core staff,4.0,33.0,1.0,30.34246575342466,1306,1,9,big
2968,0,0,0,2,135000.0,Working,Higher education,Civil marriage,House / apartment,6344,1,0,0,Accountants,4.0,34.0,2.0,37.35342465753425,2424,1,4,big
2969,1,1,1,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,6639,0,0,0,Core staff,2.0,12.0,0.0,36.821917808219176,2425,1,6,small
